idspec,idproducto,valor
140,143baf55-f8df-4edc-a06b-781e3dcbb852,"1 ranura PCIe 4.0 x16 (PCIE1), compatible con el modo x16*1 x ranura PCIe 4.0 x16 (PCIE4), compatible con el modo x4*"
42,143baf55-f8df-4edc-a06b-781e3dcbb852,2 ranuras PCIe 3.0 x1 (PCIE2 y PCIE3)** Admite SSD NVMe como discos de arranque
229,143baf55-f8df-4edc-a06b-781e3dcbb852,4 x SATA de 6 Gb/s
255,143baf55-f8df-4edc-a06b-781e3dcbb852,"1 x Zócalo M.2 Blazing (M2_1, Clave M), compatible con el modo PCIe Gen5x4 (128 Gb/s) de tipo 2260/2280*1 x Zócalo Hyper M.2 (M2_2, Clave M), compatible con el modo PCIe Gen4x4 (64 Gb/s) de tipo 2260/2280** Admite SSD NVMe como discos de arranque* Admite el kit ASRock U.2"
55,143baf55-f8df-4edc-a06b-781e3dcbb852,"Compatible con RAID 0, RAID 1 y RAID 10 para dispositivos de almacenamiento SATA"
213,143baf55-f8df-4edc-a06b-781e3dcbb852,"Compatible con RAID 0, RAID 1 y RAID 10 para dispositivos de almacenamiento M.2 NVMe** Requiere tarjetas de expansión M.2 NVMe adicionales para admitir RAID 10"
34,143baf55-f8df-4edc-a06b-781e3dcbb852,Realtek ALC897
76,143baf55-f8df-4edc-a06b-781e3dcbb852,7.1 Canales
1,143baf55-f8df-4edc-a06b-781e3dcbb852,Dragón RTL8125BG
127,143baf55-f8df-4edc-a06b-781e3dcbb852,"2,5 Gbps"
97,143baf55-f8df-4edc-a06b-781e3dcbb852,Módulo Wi-Fi 6E 802.11ax
317,143baf55-f8df-4edc-a06b-781e3dcbb852,"2 puertos de antena1 puerto HDMI1 puerto DisplayPort 1,41 puerto USB 3.2 Gen2 tipo A (10 Gb/s) (ReDriver)1 puerto USB 3.2 Gen2 tipo C (10 Gb/s) (ReDriver)2 puertos USB 3.2 Gen1 (USB32_23 son puertos Lightning Gaming). 4 puertos USB 2.01 puerto LAN RJ-451 botón BIOS Flashback Conectores de audio HD: entrada de línea / altavoz frontal / micrófono"
251,143baf55-f8df-4edc-a06b-781e3dcbb852,2 x Cabeceras USB 2.0 (Compatible con 4 puertos USB 2.0)2 x Cabeceras USB 3.2 Gen1 (Compatible con 4 puertos USB 3.2 Gen1)1 x Cabecera USB 3.2 Gen1 tipo C en el panel frontal
21,143baf55-f8df-4edc-a06b-781e3dcbb852,"1 x Cabezal SPI TPM1 x LED de alimentación y cabezal de altavoz1 x Cabezal de LED RGB*3 x Cabezales LED direccionables**1 x Conector de ventilador de CPU (4 pines)***1 x Conector de ventilador de CPU/bomba de agua (4 pines) (Control inteligente de velocidad del ventilador)****3 x Conectores de ventilador de chasis/bomba de agua (4 pines) (Control inteligente de velocidad del ventilador)*****1 x Conector de audio del panel frontal1 x Conector Thunderbolt AIC (5 pines) (compatible con la tarjeta ASRock Thunderbolt 4 AIC)* Admite en total hasta hasta 12 V/3 A, tira de LED de 36 W** Admite en total hasta 5 V/3 A, tira de LED de 15 W*** CPU_FAN1 admite la potencia del ventilador de hasta 1 A (12 W).**** CPU_FAN2 / WP admite la potencia del ventilador de hasta 2 A (24 W).***** CHA_FAN1 ~ 3 / WP admite la potencia del ventilador de hasta 2 A (24 W).***** CPU_FAN2 / WP y CHA_FAN1 ~ 3 / WP pueden detectar automáticamente si el ventilador de 3 o 4 pines está en uso."
138,143baf55-f8df-4edc-a06b-781e3dcbb852,Micro ATX
368,143baf55-f8df-4edc-a06b-781e3dcbb852,"9.6"" x 9.6"""
266,143baf55-f8df-4edc-a06b-781e3dcbb852,1 conector de alimentación ATX de 24 pines1 conector de alimentación de 8 pines y 12 V1 conector de alimentación de 4 pines y 12 V
268,143baf55-f8df-4edc-a06b-781e3dcbb852,Soportado
185,143baf55-f8df-4edc-a06b-781e3dcbb852,"Excelente productividad - PCIe Gen5 (M.2) - DDR5 de doble canal Durabilidad sólida como una roca - Fase de potencia 12 + 2 + 1, 50A Dr.MOS con armadura de disipador de calor ampliada - Escudo de E/S integrado flexible Juegos ultrarrápidos - LAN 2.5G - Puertos para juegos ASRock Lightning Actualización EZ - Botón de flashback de BIOS - Instalador automático de controladores ASRock Solucionador de problemas de EZ - Comprobador de estado de publicación de ASRock"
281,143baf55-f8df-4edc-a06b-781e3dcbb852,1 x Manual de usuario2 x Cables de datos SATA2 x Antenas ASRock WiFi 2.4/5/6 GHz2 x Tornillos para enchufes M.21 x Separador para enchufe M.2
291,143baf55-f8df-4edc-a06b-781e3dcbb852,10 de octubre de 2022
270,1e63df40-41b3-44e2-ba78-ea736cae0f31,O11VW
292,1e63df40-41b3-44e2-ba78-ea736cae0f31,ATX / Micro ATX Torre Media
221,1e63df40-41b3-44e2-ba78-ea736cae0f31,Blanco
99,1e63df40-41b3-44e2-ba78-ea736cae0f31,"Acero/Aluminio/Vidrio templado de 4,0 mm/Vidrio templado de 3,0 mm"
60,1e63df40-41b3-44e2-ba78-ea736cae0f31,No
165,1e63df40-41b3-44e2-ba78-ea736cae0f31,EATX (menos de 280 mm)/ATX/MICRO-ATX/MINI-ITX
206,1e63df40-41b3-44e2-ba78-ea736cae0f31,Sí
75,1e63df40-41b3-44e2-ba78-ea736cae0f31,1 x Fondo; 2 x Lado
59,1e63df40-41b3-44e2-ba78-ea736cae0f31,"Detrás de la bandeja MB: 3 SSD de 2,5"""
19,1e63df40-41b3-44e2-ba78-ea736cae0f31,"Caja de disco duro: 2 discos duros de 3,5"" o SSD de 2,5"""
209,1e63df40-41b3-44e2-ba78-ea736cae0f31,6+1
3,1e63df40-41b3-44e2-ba78-ea736cae0f31,Botón de encendidoBotón de reinicioUSB 3.0 x 2Audio x 1USB tipo C
295,1e63df40-41b3-44e2-ba78-ea736cae0f31,Lateral: 120 mm x3 / 140 mm x2Parte inferior: 120 mm x3 / 140 mm x3Trasera: 120 mm x1 o 2
203,1e63df40-41b3-44e2-ba78-ea736cae0f31,Lateral: 360 / 280 /240Inferior: 360 / 280 /240Trasero: 240 / 120
347,1e63df40-41b3-44e2-ba78-ea736cae0f31,455 mm (máx.)
106,1e63df40-41b3-44e2-ba78-ea736cae0f31,167 mm (máx.)
253,1e63df40-41b3-44e2-ba78-ea736cae0f31,ATX (menos de 220 mm)
123,1e63df40-41b3-44e2-ba78-ea736cae0f31,"480 x (ancho) 304 x (alto) 464,5 mm"
120,1e63df40-41b3-44e2-ba78-ea736cae0f31,"14,9 kg"
291,1e63df40-41b3-44e2-ba78-ea736cae0f31,21 de diciembre de 2023
98,3a464587-a454-4103-a636-a771f746f92f,Negro
270,3a464587-a454-4103-a636-a771f746f92f,WD6004FZWX
168,3a464587-a454-4103-a636-a771f746f92f,"SATA 6,0 Gb/s"
190,3a464587-a454-4103-a636-a771f746f92f,6 TB
241,3a464587-a454-4103-a636-a771f746f92f,7200 RPM
318,3a464587-a454-4103-a636-a771f746f92f,128 MB
185,3a464587-a454-4103-a636-a771f746f92f,"Disco duro de rendimiento de escritorioAlmacenamiento de rendimiento disponible en capacidades de hasta 8 TBCACHÉ DRAM 2X de hasta 256 MB para operaciones de lectura más rápidas Diseñado para profesionales creativos, jugadores y creadores de sistemasLa tecnología StableTrac y Dynamic Cache de WD aumenta la fiabilidad y optimiza el rendimiento"
61,3a464587-a454-4103-a636-a771f746f92f,Discos duros para juegos
138,3a464587-a454-4103-a636-a771f746f92f,"3.5"""
180,3a464587-a454-4103-a636-a771f746f92f,"26,10 mm"
136,3a464587-a454-4103-a636-a771f746f92f,"101,60 milímetros"
181,3a464587-a454-4103-a636-a771f746f92f,147.00mm
291,3a464587-a454-4103-a636-a771f746f92f,19 de agosto de 2022
98,1ff6ab07-3d90-482e-bf12-18e842f774db,Serie Ripjaws V
270,1ff6ab07-3d90-482e-bf12-18e842f774db,F4-3200C16D-16GVKB
190,1ff6ab07-3d90-482e-bf12-18e842f774db,16 GB (2 x 8 GB)
292,1ff6ab07-3d90-482e-bf12-18e842f774db,RAM de PC de 288 pines
366,1ff6ab07-3d90-482e-bf12-18e842f774db,DDR4 3200 (PC4 25600)
182,1ff6ab07-3d90-482e-bf12-18e842f774db,Dieciséis
380,1ff6ab07-3d90-482e-bf12-18e842f774db,16-18-18-38
372,1ff6ab07-3d90-482e-bf12-18e842f774db,1.35V
202,1ff6ab07-3d90-482e-bf12-18e842f774db,No
349,1ff6ab07-3d90-482e-bf12-18e842f774db,Inseparado
53,1ff6ab07-3d90-482e-bf12-18e842f774db,Kit de doble canal
312,1ff6ab07-3d90-482e-bf12-18e842f774db,Intel XMP 2.0
221,1ff6ab07-3d90-482e-bf12-18e842f774db,Negro
91,1ff6ab07-3d90-482e-bf12-18e842f774db,Sí
185,1ff6ab07-3d90-482e-bf12-18e842f774db,"Rendimiento de overclocking Memoria DDR4 diseñada para plataformas Intel compatibles. Diseño elegante y con estilo del difusor térmico de aluminio. Compatibilidad con Intel XMP 2.0. No mezcle kits de memoria. Los kits de memoria se venden en kits emparejados que están diseñados para funcionar juntos como un conjunto. La mezcla de kits de memoria dará lugar a problemas de estabilidad o fallos del sistema. Los kits de memoria se iniciarán a la velocidad SPD con la configuración predeterminada del BIOS con hardware compatible. En el caso de los kits de memoria con XMP, habilite XMP/DOCP/A-XMP en el BIOS para alcanzar la velocidad de overclocking XMP potencial nominal del kit de memoria, sujeto al uso de hardware compatible. Alcanzar la velocidad de overclocking XMP nominal y la estabilidad del sistema dependerá de la compatibilidad y capacidad de la placa base y la CPU utilizadas. El uso de cualquier manera inconsistente con las especificaciones, advertencias, diseños o recomendaciones del fabricante resultará en velocidades más bajas, inestabilidad del sistema o daños al sistema o sus componentes. Consulte el kit de memoria G.SKILL QVL en el sitio web de G.SKILL para verificar la compatibilidad de la placa base."
161,1ff6ab07-3d90-482e-bf12-18e842f774db,AMD X570 / X470 / B550 / B450Intel Z790 DDR4 / Z690 DDR4 / Z590 / Z490 / Z390 / Z370 / Z270 / Z170
291,1ff6ab07-3d90-482e-bf12-18e842f774db,17 de septiembre de 2015
98,d2d11d91-f533-4d23-9090-f31ea958b848,Trinidad
270,d2d11d91-f533-4d23-9090-f31ea958b848,ZT-D40730D-10P
168,d2d11d91-f533-4d23-9090-f31ea958b848,PCI Express 4.0
38,d2d11d91-f533-4d23-9090-f31ea958b848,NVIDIA
90,d2d11d91-f533-4d23-9090-f31ea958b848,NVIDIA GeForce RTX serie 40
382,d2d11d91-f533-4d23-9090-f31ea958b848,GeForce RTX 4070 Ti SUPER
153,d2d11d91-f533-4d23-9090-f31ea958b848,2610 MHz
243,d2d11d91-f533-4d23-9090-f31ea958b848,Ocho mil cuatrocientos cuarenta y ocho
235,d2d11d91-f533-4d23-9090-f31ea958b848,21000 MHz (21 Gbps)
355,d2d11d91-f533-4d23-9090-f31ea958b848,16 GRAMOS
218,d2d11d91-f533-4d23-9090-f31ea958b848,256 bits
154,d2d11d91-f533-4d23-9090-f31ea958b848,GDDR6X
350,d2d11d91-f533-4d23-9090-f31ea958b848,DirectX 12 Ultimate
56,d2d11d91-f533-4d23-9090-f31ea958b848,OpenGL 4.6
146,d2d11d91-f533-4d23-9090-f31ea958b848,Cuatro
174,d2d11d91-f533-4d23-9090-f31ea958b848,1 x HDMI 2.1a
5,d2d11d91-f533-4d23-9090-f31ea958b848,3 x DisplayPort 1.4a
30,d2d11d91-f533-4d23-9090-f31ea958b848,7680 x 4320
41,d2d11d91-f533-4d23-9090-f31ea958b848,Sí
78,d2d11d91-f533-4d23-9090-f31ea958b848,Ventiladores triples
94,d2d11d91-f533-4d23-9090-f31ea958b848,285 W
45,d2d11d91-f533-4d23-9090-f31ea958b848,750W
35,d2d11d91-f533-4d23-9090-f31ea958b848,1 x 12 pines
305,d2d11d91-f533-4d23-9090-f31ea958b848,Sí
347,d2d11d91-f533-4d23-9090-f31ea958b848,307 milímetros
236,d2d11d91-f533-4d23-9090-f31ea958b848,2.5 Tragamonedas
291,d2d11d91-f533-4d23-9090-f31ea958b848,24 de enero de 2024
98,723de5e1-dc9d-41c0-88be-182abf71c709,SN770 NVMe NEGRO
270,723de5e1-dc9d-41c0-88be-182abf71c709,WDS100T3X0E
356,723de5e1-dc9d-41c0-88be-182abf71c709,Unidad interna de estado sólido (SSD)
88,723de5e1-dc9d-41c0-88be-182abf71c709,Consumidor
138,723de5e1-dc9d-41c0-88be-182abf71c709,M.2 2280
190,723de5e1-dc9d-41c0-88be-182abf71c709,1 TB
384,723de5e1-dc9d-41c0-88be-182abf71c709,TLC
168,723de5e1-dc9d-41c0-88be-182abf71c709,"PCIe Gen4 16GT/s, hasta 4 carriles"
25,723de5e1-dc9d-41c0-88be-182abf71c709,NVMe
84,723de5e1-dc9d-41c0-88be-182abf71c709,Hasta 5150 MBps
260,723de5e1-dc9d-41c0-88be-182abf71c709,Hasta 4900 MBps
33,723de5e1-dc9d-41c0-88be-182abf71c709,Hasta 740.000 IOPS
62,723de5e1-dc9d-41c0-88be-182abf71c709,Hasta 800.000 IOPS
80,723de5e1-dc9d-41c0-88be-182abf71c709,600 TBW
17,723de5e1-dc9d-41c0-88be-182abf71c709,"1,75 millones de horas"
185,723de5e1-dc9d-41c0-88be-182abf71c709,"Primero en la acciónEntra en la partida rápidamente a medida que superas los tiempos de carga con velocidades vertiginosas de hasta 5.150 MB/s (modelos de 1 TB y 2 TB). Juegos más fluidos y rápidosMejore la capacidad de respuesta y la transmisión en el juego con la interfaz PCIe Gen4 para aumentar el rendimiento que puede ver y sentir. La interfaz es compatible con las principales plataformas de CPU y placas base y compatible con versiones anteriores de PCIe Gen3.Store MásDisponible en capacidades de hasta 2 TB, el SSD WD_BLACK SN770 NVMe le brinda toneladas de almacenamiento para sus últimos juegos con espacio sobrante para futuras actualizaciones y contenido descargable. Turboalimenta tu portátilObtén hasta un 20% más de eficiencia energética a máxima velocidad que la generación anterior (modelo de 1 TB) para una experiencia de juego general aún mejor en tu equipo portátil. Juegue más tiempo y mejorOptimice el rendimiento máximo en el modo de juego y controle el estado de su unidad con el panel de control de WD_BLACK para que pueda jugar con confianza."
57,723de5e1-dc9d-41c0-88be-182abf71c709,65 mW
131,723de5e1-dc9d-41c0-88be-182abf71c709,32ºF a 185ºF (0ºC a 85ºC)
159,723de5e1-dc9d-41c0-88be-182abf71c709,-40ºF a 185ºF (-40ºC a 85ºC)
200,723de5e1-dc9d-41c0-88be-182abf71c709,1500G
32,723de5e1-dc9d-41c0-88be-182abf71c709,"2,38 mm"
82,723de5e1-dc9d-41c0-88be-182abf71c709,"22 +/- 0,15 mm"
187,723de5e1-dc9d-41c0-88be-182abf71c709,"80 +/- 0,15 mm"
120,723de5e1-dc9d-41c0-88be-182abf71c709,"5,5 g +/- 0,5 g"
291,723de5e1-dc9d-41c0-88be-182abf71c709,28 de enero de 2022
98,2a2511ff-fc40-4264-9528-c5ee4ffefecc,TUF Juegos
270,2a2511ff-fc40-4264-9528-c5ee4ffefecc,TUF-RTX4080S-O16G-GAMING
278,2a2511ff-fc40-4264-9528-c5ee4ffefecc,90YV0KA0-M0AA00
168,2a2511ff-fc40-4264-9528-c5ee4ffefecc,PCI Express 4.0
38,2a2511ff-fc40-4264-9528-c5ee4ffefecc,NVIDIA
90,2a2511ff-fc40-4264-9528-c5ee4ffefecc,NVIDIA GeForce RTX serie 40
382,2a2511ff-fc40-4264-9528-c5ee4ffefecc,GeForce RTX 4080 SUPER
128,2a2511ff-fc40-4264-9528-c5ee4ffefecc,2610 MHz
153,2a2511ff-fc40-4264-9528-c5ee4ffefecc,2640 MHz
355,2a2511ff-fc40-4264-9528-c5ee4ffefecc,16 GRAMOS
218,2a2511ff-fc40-4264-9528-c5ee4ffefecc,256 bits
154,2a2511ff-fc40-4264-9528-c5ee4ffefecc,GDDR6X
350,2a2511ff-fc40-4264-9528-c5ee4ffefecc,DirectX 12 Ultimate
56,2a2511ff-fc40-4264-9528-c5ee4ffefecc,OpenGL 4.6
146,2a2511ff-fc40-4264-9528-c5ee4ffefecc,Cuatro
174,2a2511ff-fc40-4264-9528-c5ee4ffefecc,2 x HDMI 2.1
5,2a2511ff-fc40-4264-9528-c5ee4ffefecc,3 x DisplayPort 1.4a
30,2a2511ff-fc40-4264-9528-c5ee4ffefecc,7680 x 4320
78,2a2511ff-fc40-4264-9528-c5ee4ffefecc,Ventiladores triples
94,2a2511ff-fc40-4264-9528-c5ee4ffefecc,350W
45,2a2511ff-fc40-4264-9528-c5ee4ffefecc,850W
35,2a2511ff-fc40-4264-9528-c5ee4ffefecc,1 x 16 pines
138,2a2511ff-fc40-4264-9528-c5ee4ffefecc,ATX
347,2a2511ff-fc40-4264-9528-c5ee4ffefecc,348 milímetros
236,2a2511ff-fc40-4264-9528-c5ee4ffefecc,3.65 Tragamonedas
291,2a2511ff-fc40-4264-9528-c5ee4ffefecc,31 de enero de 2024
98,36048a17-8e84-47e4-b2f9-b830766da7b1,SN850X NVMe NEGRO
270,36048a17-8e84-47e4-b2f9-b830766da7b1,WDS400T2X0E
356,36048a17-8e84-47e4-b2f9-b830766da7b1,Unidad interna de estado sólido (SSD)
88,36048a17-8e84-47e4-b2f9-b830766da7b1,Consumidor
138,36048a17-8e84-47e4-b2f9-b830766da7b1,M.2 2280
190,36048a17-8e84-47e4-b2f9-b830766da7b1,4 TB
384,36048a17-8e84-47e4-b2f9-b830766da7b1,3D NAND TLC
168,36048a17-8e84-47e4-b2f9-b830766da7b1,PCI-Express 4.0 x4
25,36048a17-8e84-47e4-b2f9-b830766da7b1,NVMe
84,36048a17-8e84-47e4-b2f9-b830766da7b1,Hasta 7300 MBps
260,36048a17-8e84-47e4-b2f9-b830766da7b1,Hasta 6600 MBps
33,36048a17-8e84-47e4-b2f9-b830766da7b1,Hasta 1.200.000 IOPS
62,36048a17-8e84-47e4-b2f9-b830766da7b1,Hasta 1.100.000 IOPS
80,36048a17-8e84-47e4-b2f9-b830766da7b1,2400 TB
17,36048a17-8e84-47e4-b2f9-b830766da7b1,1.75M Horas
321,36048a17-8e84-47e4-b2f9-b830766da7b1,sin disipador de calor
185,36048a17-8e84-47e4-b2f9-b830766da7b1,"Get the Ultimate Gaming EdgeInsane speeds up to 7,300 MB/s deliver top-tier performance with ridiculously short load times for the elite gaming experience you've been waiting for.Soup Up Your RigExtremely low latency loads graphics fast with minimal stutter and lagging for an incredibly smooth, satisfying gaming experience.More Room for More GamesToday's A-list titles can take up 200GB or more of storage. A range of capacities from 1TB to 4TB means you get to keep more games at the ready and get into the action fast.Heatsink for the WinThe WD_BLACK SN850X NVMe SSD 1TB and 2TB drives have an optional heatsink version that not only looks awesome but also helps your rig maintain peak performance through the most intense gaming sessions.Game Mode 2.0The latest version of Game Mode serves up even more PC performance-boosting features like load prediction to ready game assets for fast in-game loading.Near-Max PCIe Gen43 SpeedsThe WD_BLACK SN850X NVMe SSD delivers output approaching the limits of the PCIe Gen4 interface to help you get ultra-fast performance out of your storage and system components."
131,36048a17-8e84-47e4-b2f9-b830766da7b1,0°C ~ +85°C
159,36048a17-8e84-47e4-b2f9-b830766da7b1,-40 °C ~ +85 °C
200,36048a17-8e84-47e4-b2f9-b830766da7b1,"1.500G @0,5 ms medio seno"
256,36048a17-8e84-47e4-b2f9-b830766da7b1,"Vibración de funcionamiento: 5 gRMS, 10-2000 Hz, 3 ejes Vibración no operativa: 4,9 gRMS, 7-800 Hz, 3 ejes"
32,36048a17-8e84-47e4-b2f9-b830766da7b1,"2,38 mm"
82,36048a17-8e84-47e4-b2f9-b830766da7b1,22.00mm
187,36048a17-8e84-47e4-b2f9-b830766da7b1,80.00mm
120,36048a17-8e84-47e4-b2f9-b830766da7b1,"7,50 g"
291,36048a17-8e84-47e4-b2f9-b830766da7b1,05 de agosto de 2022
270,4f13cfbd-610c-44f5-b9b8-10485aca79c2,B550 AORUS ELITE AX V2
261,4f13cfbd-610c-44f5-b9b8-10485aca79c2,AM4
64,4f13cfbd-610c-44f5-b9b8-10485aca79c2,"AMD Socket AM4, compatibilidad con: AMD Ryzen serie 5000 / Ryzen de 3.ª generación y Ryzen de 3.ª generación con procesadores gráficos Radeon* Compatibilidad con la serie Ryzen 5000 con BIOS UPDATE. Consulta el sitio web de GIGABYTE para ver la lista de soporte de CPU."
284,4f13cfbd-610c-44f5-b9b8-10485aca79c2,AMD B550
237,4f13cfbd-610c-44f5-b9b8-10485aca79c2,4x288 pines (DDR4)
163,4f13cfbd-610c-44f5-b9b8-10485aca79c2,Procesadores AMD Ryzen de 3.ª generación: soporte para DDR4 4400 (O.C.) / 4000(O.C.) / 3600(O.C.) / 3333(O.C.) / Módulos de memoria 3200 / 2933 / 2667 / 2400 / 2133 MHzAMD Ryzen de 3ª generación con procesadores gráficos Radeon:Soporte para DDR4 4733 (O.C.) / 4600(O.C.) / 4400(O.C.) / 4000(O.C.) / 3600(O.C.) / 3333(O.C.) / Módulos de memoria de 3200 / 2933 / 2667 / 2400 / 2133 MHzSoporte para módulos de memoria ECC Un-buffer DIMM 1Rx8/2Rx8Soporte para módulos de memoria DIMM 1Rx8/2Rx8/1Rx16 sin ECC Soporte para módulos de memoria Extreme Memory Profile (XMP)
25,4f13cfbd-610c-44f5-b9b8-10485aca79c2,128 GB
228,4f13cfbd-610c-44f5-b9b8-10485aca79c2,Doble canal
140,4f13cfbd-610c-44f5-b9b8-10485aca79c2,"1 ranura PCI Express x16 (PCIEX16), integrada en la CPU:- Los procesadores AMD Ryzen de 3.ª generación son compatibles con el modo PCIe 4.0 x16- Los procesadores AMD Ryzen de 3.ª generación con gráficos Radeon son compatibles con el modo PCIe 3.0 x16* Para obtener un rendimiento óptimo, si solo se va a instalar una tarjeta gráfica PCI Express, asegúrese de instalarla en la ranura PCIEX16."
105,4f13cfbd-610c-44f5-b9b8-10485aca79c2,"1 x ranura PCI Express x16 (PCIEX2), integrada en el chipset:- Compatible con el modo PCIe 3.0 x21 x ranura PCI Express x16 (PCIEX1_2), integrada en el chipset:- Compatible con el modo PCIe 3.0 x1"
293,4f13cfbd-610c-44f5-b9b8-10485aca79c2,1 x PCI Express x16
42,4f13cfbd-610c-44f5-b9b8-10485aca79c2,"1 x ranura PCI Express x1 (PCIEX1_1), integrada en el chipset:- Soporta el modo PCIe 3.0 x1"
28,4f13cfbd-610c-44f5-b9b8-10485aca79c2,2 x Ranuras PCI
229,4f13cfbd-610c-44f5-b9b8-10485aca79c2,4 x SATA de 6 Gb/s
255,4f13cfbd-610c-44f5-b9b8-10485aca79c2,"1 x conector M.2 (M2A_CPU), integrado en la CPU, compatible con Socket 3, llave M, tipo 2242/2260/2280/22110 SSD:- Los procesadores AMD Ryzen de 3ª generación admiten SSD SATA y PCIe 4.0 x4/x2- AMD Ryzen de nueva generación con procesadores gráficos Radeon compatibles con SSD SATA y PCIe 3.0 x4/x21 x conector M.2 (M2B_SB), integrado en el chipset,  compatible con Socket 3, llave M, tipo 2242/2260/2280/22110 SSD:- Soporta SSD SATA y PCIe 3.0 x4/x2"
55,4f13cfbd-610c-44f5-b9b8-10485aca79c2,0/1/10
2,4f13cfbd-610c-44f5-b9b8-10485aca79c2,"Integrado en la 3ª generación de procesadores AMD Ryzen con gráficos Radeon:1 x DisplayPort, que admite una resolución máxima de 5120x2880@60 Hz* Compatibilidad con la versión DisplayPort 1.4, HDCP 2.3 y HDR.1 x puerto HDMI, que admite una resolución máxima de 4096x2160@60 Hz* Compatibilidad con la versión HDMI 2.1, HDCP 2.3 y HDR. Memoria compartida máxima de 16 GB"
34,4f13cfbd-610c-44f5-b9b8-10485aca79c2,Realtek ALC1200
76,4f13cfbd-610c-44f5-b9b8-10485aca79c2,2/4/5.1/7.1 canalesSoporte para salida S/PDIF
1,4f13cfbd-610c-44f5-b9b8-10485aca79c2,"Chip LAN Realtek de 2,5 GbE"
127,4f13cfbd-610c-44f5-b9b8-10485aca79c2,"2,5 Gbps"
97,4f13cfbd-610c-44f5-b9b8-10485aca79c2,"Intel Wi-Fi 6 AX200WIFI a, b, g, n, ac con características de onda 2, ax, compatible con doble banda de 2,4/5 GHzCompatibilidad con el estándar inalámbrico 11ax 160 MHz y velocidad de datos de hasta 2,4 Gbps* La velocidad de datos real puede variar según el entorno y el equipo."
267,4f13cfbd-610c-44f5-b9b8-10485aca79c2,BLUETOOTH 5
317,4f13cfbd-610c-44f5-b9b8-10485aca79c2,1 x DisplayPort1 x puerto HDMI2 x conectores de antena SMA (2T2R)2 x puertos USB 3.2 Gen 2 Tipo-A (rojo)3 x puertos USB 3.2 Gen 12 x puertos USB 2.0/1.11 x botón Q-Flash Plus1 x puerto RJ-451 x conector óptico S/PDIF Out5 x tomas de audio
130,4f13cfbd-610c-44f5-b9b8-10485aca79c2,6 puertos USB 3.0
